,review_id,sentiment
0,auHKTZk7oX9hCQdc4f8hxw,5.568636363636362
1,yyMK2J18Ior0N7TZ6KLolw,5.510833333333334
2,tRECLrmcJyd_5TeS9pg8SA,6.184137931034484
3,XFz_hZjMlG7I9xDlxdE3Aw,6.2682352941176465
4,BfUnS5fPuZHMRhoh9GzE1g,5.833157894736842
5,3wLzo1KU_ZQrrsL6n6bQ-A,5.892972972972975
6,rfEKyCBBxTcqvK3bZgdf0w,5.391034482758621
7,d-A9MDr9ODbYvsRGYUrg9w,5.696774193548387
8,TT4CUt5gcic-y8uM7dKZ9w,5.469411764705884
9,buWGTniBk582bCB4-Erqow,5.49684210526316
10,Z_4d9-6dfZ0wy29vfdlWJQ,5.755593220338983
11,8167vrp7ol4qOTuvH1tUMQ,5.897209302325581
12,QnOVJXhKaUE7EhRGFByZWw,5.924705882352941
13,DfbO1T8naSiLup_N3Zbkcg,5.360891719745221
14,Cp7xxgMEA7ashKAcPzFBvg,5.424285714285717
15,q4rP0wMOd-Y9k6ZiIvcFWA,5.429242424242427
16,y8OAMFuL6i4hVUnpzZ9X1g,5.346551724137936
17,Z_SusXZn2vpyS_EnNAkZ7Q,5.607804878048781
18,AxLjQv1MOT4o42QKTmXHzw,5.719487179487177
19,eYQ11tkC1uL1MRa-bpnu1w,5.076103896103898
20,_xA_ceaWrRBSAkUTYdU0cg,5.500833333333337
21,rKOl5PJXjSyKyAnK5PQFlg,5.64246153846154
22,w3E4Ox-QrHlc3M-55a7Njw,5.5502702702702695
23,-UQcdI9WetmORscyfB4zdg,5.529607843137258
24,b_H6AIPABTKE41-t-53gLA,5.558064516129032
25,1jhprslYPYSPh9P_YQs0Bg,5.598250000000002
26,Vd7_rH8lPk5Q8tnxTH40bA,5.762465753424661
27,7foeu7bUDvv-gscBbcD1WQ,5.39975
28,4Tbv3q_P_pxOKiY4VO3hhQ,5.695555555555558
29,u1-uT7ae9UGztjqeLuI1Hg,5.642285714285715
30,tqeLqxt0prb8KA0IlRKTog,5.754117647058823
31,aQQBFw0RnTI6nm-PoY-13A,5.880833333333334
32,L40a35Y5PkUbQDe0SOEXwQ,5.427040816326534
33,s7GEmr_PSt4S5NL1ZT25tA,5.336536312849165
34,4QHM1lGCS-qRazoQnRKNgQ,5.569333333333334
35,JhVAnqI1CSgAMOnTh1Fzdw,5.5809999999999995
36,gzJGgujk3-VAkRmQ4A74uA,5.668531468531471
37,F0KiJxHIQ1PV9Z8_bE-uig,5.900312500000002
38,bjwavTgnNaqTMUD0sF0TAg,5.480740740740741
39,YziUyqsPmVDMbtnx-L5W4w,5.8328125
40,KLZBF_tpvOosw4F6aYBjHw,5.675714285714285
41,MBz4d09W48rK5BaZT3sGfQ,5.4711538461538485
42,D6_q8PKXP0_uYY3I9xtSHw,5.6291139240506345
43,kDrUYlgsr_kZWTAWfgCHpw,5.5303030303030285
44,3K4T8CQi3XSt5TrqhxZ6HQ,5.618620689655171
45,bJPvhMki9GhxD9XQ0K4uqA,5.6372972972973
46,zz66Ql-Z4bz9B2-IRzILQA,5.934545454545455
47,vzVZSjioFlJhSpd0lW7Uqg,5.314252199413486
48,zLfCFVdEzwCUJ7egcwumxg,5.510833333333333
49,ZC9L-FRCC9Q5xPMC5g_cQQ,5.553214285714285
50,qWmwV6pge0lVkmdRNOsBfQ,5.6356521739130425
51,dEvU_ZHqGjzF6pt_aLQylw,5.558620689655172
52,Jz_kw39FGmLmctdjyway7g,5.6209999999999996
53,PRdULNQc4EqY7UkDoiiAlg,5.379999999999999
54,H5Rl6wMbNM294KDGQ5HTGw,6.002608695652173
55,vYUvHUIf8gG2wGaKc9-17Q,5.623030303030302
56,PtYfV0IObaCGz4erfsxeJg,5.90047619047619
57,Ah4UrQOWg-t2KIGdYAhAQg,5.565714285714285
58,Acz8b2ae67NhS1QtvNQlrg,5.812432432432432
59,HuPHFTc0ZSqNCQK7KI-qWQ,5.749523809523809
60,1s9F7SCeyH__47AsKjiF8g,5.688358208955225
61,n_wPwURRS-vNREXtIFVCMg,5.672807017543862
62,YsMJVxzipAqS_qJfp_ceGQ,5.5569029850746245
63,QPDEq4SdK-sVxXJCgYOJ8Q,5.497500000000003
64,buR8dJIggkSXAry2hmDPJA,5.508070422535199
